date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:49:02	84049/84049	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:01%20GMT	https://www.bartshealth.nhs.uk/st-bartholomews-museum-and-archives	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/st-bartholomews-museum-and-archives.html	(from https://www.bartshealth.nhs.uk/)
01:49:03	71002/71002	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:02%20GMT	https://www.bartshealth.nhs.uk/about-us	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/about-us.html	(from https://www.bartshealth.nhs.uk/)
01:49:03	71255/71255	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:02%20GMT	https://www.bartshealth.nhs.uk/our-background-and-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/our-background-and-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:04	73780/73780	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:04%20GMT	https://www.bartshealth.nhs.uk/whipps-cross-our-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/whipps-cross-our-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:04	75089/75089	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:04%20GMT	https://www.bartshealth.nhs.uk/the-royal-london-our-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/the-royal-london-our-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:05	73747/73747	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:04%20GMT	https://www.bartshealth.nhs.uk/mile-end-our-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/mile-end-our-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:05	76601/76601	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:05%20GMT	https://www.bartshealth.nhs.uk/st-bartholomews-our-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/st-bartholomews-our-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:05	72839/72839	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:05%20GMT	https://www.bartshealth.nhs.uk/newham-our-history	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/newham-our-history.html	(from https://www.bartshealth.nhs.uk/)
01:49:06	77904/77904	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:06%20GMT	https://www.bartshealth.nhs.uk/values	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/values.html	(from https://www.bartshealth.nhs.uk/)
01:49:06	75030/75030	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:06%20GMT	https://www.bartshealth.nhs.uk/our-journey	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/our-journey.html	(from https://www.bartshealth.nhs.uk/)
01:49:07	72105/72105	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:06%20GMT	https://www.bartshealth.nhs.uk/improvement	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/improvement.html	(from https://www.bartshealth.nhs.uk/)
01:49:07	80465/80465	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:07%20GMT	https://www.bartshealth.nhs.uk/progress	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/progress.html	(from https://www.bartshealth.nhs.uk/)
01:49:08	71051/71051	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:07%20GMT	https://www.bartshealth.nhs.uk/cqc-and-progress-reports	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/cqc-and-progress-reports.html	(from https://www.bartshealth.nhs.uk/)
01:49:08	73135/73135	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:08%20GMT	https://www.bartshealth.nhs.uk/our-board	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/our-board.html	(from https://www.bartshealth.nhs.uk/)
01:49:08	80222/80222	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:08%20GMT	https://www.bartshealth.nhs.uk/non-executive-directors	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/non-executive-directors.html	(from https://www.bartshealth.nhs.uk/)
01:49:09	80565/80565	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:08%20GMT	https://www.bartshealth.nhs.uk/executive-directors	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/executive-directors.html	(from https://www.bartshealth.nhs.uk/)
01:49:09	79188/79188	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:09%20GMT	https://www.bartshealth.nhs.uk/newham-university-hospital-site-management-team	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/newham-university-hospital-site-management-team.html	(from https://www.bartshealth.nhs.uk/)
01:49:10	79321/79321	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:09%20GMT	https://www.bartshealth.nhs.uk/st-bartholomews-hospital-site-management-team	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/st-bartholomews-hospital-site-management-team.html	(from https://www.bartshealth.nhs.uk/)
01:49:10	82021/82021	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:09%20GMT	https://www.bartshealth.nhs.uk/the-royal-london-mile-end-and-chs-site-management-teams	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/the-royal-london-mile-end-and-chs-site-management-teams.html	(from https://www.bartshealth.nhs.uk/)
01:49:11	80264/80264	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:11%20GMT	https://www.bartshealth.nhs.uk/whipps-cross-university-hospital-site-management-teams	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/whipps-cross-university-hospital-site-management-teams.html	(from https://www.bartshealth.nhs.uk/)
01:49:11	71660/71660	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:11%20GMT	https://www.bartshealth.nhs.uk/sustainability	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/sustainability.html	(from https://www.bartshealth.nhs.uk/)
01:49:12	70685/70685	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:11%20GMT	https://www.bartshealth.nhs.uk/annual-reports	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/annual-reports.html	(from https://www.bartshealth.nhs.uk/)
01:49:12	67668/67668	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:12%20GMT	https://www.bartshealth.nhs.uk/contact-us	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/contact-us.html	(from https://www.bartshealth.nhs.uk/)
01:49:12	63298/63298	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:12%20GMT	https://www.bartshealth.nhs.uk/freedom-of-information-requests	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/freedom-of-information-requests.html	(from https://www.bartshealth.nhs.uk/)
01:49:13	78081/78081	---M--	200	added ('OK')	image/jpeg	etag:%22301576c998f9d21:0%22	https://www.bartshealth.nhs.uk/media/images/img94joktmu71740.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/img94joktmu71740.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:13	91659/91659	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:12%20GMT	https://www.bartshealth.nhs.uk/home/career-development-863/	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/home/career-development-863/index.html	(from https://www.bartshealth.nhs.uk/)
01:49:13	91668/91668	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:13%20GMT	https://www.bartshealth.nhs.uk/home/homepage-cta-carousel-2-572/	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/home/homepage-cta-carousel-2-572/index.html	(from https://www.bartshealth.nhs.uk/)
01:49:14	44722/44722	---M--	200	added ('OK')	image/jpeg	etag:%224f6a9d2b2eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/img94joktmu7424.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/img94joktmu7424.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:14	226926/226926	---M--	200	added ('OK')	image/jpeg	etag:%22705533ae87fcd21:0%22	https://www.bartshealth.nhs.uk/media/images/img94joktmu71947.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/img94joktmu71947.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:14	91668/91668	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:13%20GMT	https://www.bartshealth.nhs.uk/home/homepage-cta-carousel-3-573/	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/home/homepage-cta-carousel-3-573/index.html	(from https://www.bartshealth.nhs.uk/)
01:49:15	91669/91669	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:14%20GMT	https://www.bartshealth.nhs.uk/home/tell-us-what-you-think-908/	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/home/tell-us-what-you-think-908/index.html	(from https://www.bartshealth.nhs.uk/)
01:49:15	173796/173796	---M--	200	added ('OK')	image/jpeg	etag:%227093637f93fcd21:0%22	https://www.bartshealth.nhs.uk/media/images/img94joktmu71957.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/img94joktmu71957.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:15	91655/91655	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:14%20GMT	https://www.bartshealth.nhs.uk/home/work-with-us-909/	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/home/work-with-us-909/index.html	(from https://www.bartshealth.nhs.uk/)
01:49:15	1239/1239	---M--	200	added ('OK')	image/png	etag:%22b429c954110d31:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu75032.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu75032.png	(from https://www.bartshealth.nhs.uk/)
01:49:15	187507/187507	---M--	200	added ('OK')	image/jpeg	etag:%22087c29095fcd21:0%22	https://www.bartshealth.nhs.uk/media/images/img94joktmu71958.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/img94joktmu71958.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:16	967/967	---M--	200	added ('OK')	image/png	etag:%22618a83fd4310d31:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu75033.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu75033.png	(from https://www.bartshealth.nhs.uk/)
01:49:16	1322/1322	---M--	200	added ('OK')	image/png	etag:%22c64d94ec3510d31:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu75028.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu75028.png	(from https://www.bartshealth.nhs.uk/)
01:49:17	641/641	---M--	200	added ('OK')	image/png	etag:%226cc1be743510d31:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu75027.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu75027.png	(from https://www.bartshealth.nhs.uk/)
01:49:17	69114/69114	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:16%20GMT	https://www.bartshealth.nhs.uk/health-records	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/health-records.html	(from https://www.bartshealth.nhs.uk/)
01:49:18	183165/183165	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:17%20GMT	https://www.bartshealth.nhs.uk/sexual-health	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/sexual-health.html	(from https://www.bartshealth.nhs.uk/)
01:49:18	5774/5774	---M--	200	added ('OK')	image/png	etag:%2286aab332eebd21:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu7538.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu7538.png	(from https://www.bartshealth.nhs.uk/)
01:49:19	5180/5180	---M--	200	added ('OK')	image/png	etag:%22ec5ef7322eebd21:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu7536.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu7536.png	(from https://www.bartshealth.nhs.uk/)
01:49:19	9035/9035	---M--	200	added ('OK')	image/png	etag:%22a743f1322eebd21:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu7535.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu7535.png	(from https://www.bartshealth.nhs.uk/)
01:49:20	9816/9816	---M--	200	added ('OK')	image/png	etag:%2279f914332eebd21:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu7539.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu7539.png	(from https://www.bartshealth.nhs.uk/)
01:49:20	4335/4335	---M--	200	added ('OK')	image/png	etag:%2298fc9332eebd21:0%22	https://bartshealth.nhs.uk/media/images/versions/img94joktmu7537.png	C:/Users/Monique/Desktop/program/royal/royal/bartshealth.nhs.uk/media/images/versions/img94joktmu7537.png	(from https://www.bartshealth.nhs.uk/)
01:49:21	72384/72384	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:20%20GMT	https://www.bartshealth.nhs.uk/news/newham-university-hospital-raises-over-500-for-macmillan-cancer-support-2276	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/news/newham-university-hospital-raises-over-500-for-macmillan-cancer-support-2276.html	(from https://www.bartshealth.nhs.uk/)
01:49:21	150134/150134	---M--	200	added ('OK')	image/jpeg	etag:%22e5943126c453d31:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu77707.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu77707.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:22	73313/73313	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:21%20GMT	https://www.bartshealth.nhs.uk/news/binky-felstead-surprises-families-at-play-team-activity-day-2278	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/news/binky-felstead-surprises-families-at-play-team-activity-day-2278.html	(from https://www.bartshealth.nhs.uk/)
01:49:23	75212/75212	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:22%20GMT	https://www.bartshealth.nhs.uk/news/weve-launched-londons-only-burns-service-within-a-major-trauma-centre-2203	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/news/weve-launched-londons-only-burns-service-within-a-major-trauma-centre-2203.html	(from https://www.bartshealth.nhs.uk/)
01:49:24	1064910/1064910	---M--	200	added ('OK')	image/jpeg	etag:%2264df9830d553d31:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu77711.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu77711.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:24	75182/75182	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:24%20GMT	https://www.bartshealth.nhs.uk/news/award-for-online-patient-appointments-2174	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/news/award-for-online-patient-appointments-2174.html	(from https://www.bartshealth.nhs.uk/)
01:49:30	6367/6367	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Nov%202017%2010:54:58%20GMT	https://www.iwantgreatcare.org/resources-ext/JsWidgets/css/JsWidget.css	C:/Users/Monique/Desktop/program/royal/royal/www.iwantgreatcare.org/resources-ext/JsWidgets/css/JsWidget.css	(from https://www.bartshealth.nhs.uk/)
01:49:31	11708/11708	---M-Z	200	added ('OK')	application/javascript	etag:%22d5e598e7a40bacdf75617fab9f8fe83b%22	http://siteimproveanalytics.com/js/siteanalyze_121346998.js	C:/Users/Monique/Desktop/program/royal/royal/siteimproveanalytics.com/js/siteanalyze_121346998.js	(from https://www.bartshealth.nhs.uk/)
01:49:32	2478/2478	---M--	200	added ('OK')	image/png	etag:%22e0c4e332eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7544.png?bev=443	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu754463ab.png	(from https://www.bartshealth.nhs.uk/)
01:49:33	2076/2076	---M--	200	added ('OK')	image/png	etag:%221f8357332eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7545.png?bev=444	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu75455bde.png	(from https://www.bartshealth.nhs.uk/)
01:49:41	123365/123365	---M--	200	added ('OK')	application/javascript	etag:%224f979daaadc1c760643be45572c9b301%22	http://platform.twitter.com/widgets.js	C:/Users/Monique/Desktop/program/royal/royal/platform.twitter.com/widgets.js	(from https://www.bartshealth.nhs.uk/)
01:49:42	412078/412078	---M--	200	added ('OK')	image/jpeg	etag:%2210fa755683f9d21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu71199.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu71199.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:42	1780473/1780473	---M--	200	added ('OK')	image/jpeg	etag:%22ef141ca24e4ed31:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu77523.jpg	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu77523.jpg	(from https://www.bartshealth.nhs.uk/)
01:49:46	3324/3324	---M--	200	added ('OK')	image/png	etag:%221fd157332eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7546.png?bev=445	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu75466a1d.png	(from https://www.bartshealth.nhs.uk/)
01:49:46	2533/2533	---M--	200	added ('OK')	image/png	etag:%22a0c31db838ebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7637.png?bev=493	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu763737b3.png	(from https://www.bartshealth.nhs.uk/)
01:49:47	18444/18444	---M--	200	added ('OK')	image/png	etag:%22c11a80332eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7549.png?bev=448	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu75495c89.png	(from https://www.bartshealth.nhs.uk/)
01:49:47	27853/27853	---M--	200	added ('OK')	image/png	etag:%22fd4077332eebd21:0%22	https://www.bartshealth.nhs.uk/media/images/versions/img94joktmu7548.png?bev=447	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/media/images/versions/img94joktmu7548fdef.png	(from https://www.bartshealth.nhs.uk/)
01:49:48	6983/6983	---M-Z	200	added ('OK')	application/javascript	etag:%221b47-53ae8a4075338-gzip%22	http://www.cqc.org.uk/sites/all/modules/custom/cqc_widget/widget.js?data-id=R1H&data-host=www.cqc.org.uk&type=provider	C:/Users/Monique/Desktop/program/royal/royal/www.cqc.org.uk/sites/all/modules/custom/cqc_widget/widget943d.js	(from https://www.bartshealth.nhs.uk/)
01:49:51	2005/2005	---M-Z	200	added ('OK')	application/javascript	etag:%22e19dec72792cd31:0%22	https://www.bartshealth.nhs.uk/plugins/jquery-pwstrength/jquery.pwstrength.min.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/plugins/jquery-pwstrength/jquery.pwstrength.min.js	(from https://www.bartshealth.nhs.uk/)
01:49:52	2928/2928	---M-Z	200	added ('OK')	application/javascript	etag:%22333ebc70792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/atlas.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/atlas.js	(from https://www.bartshealth.nhs.uk/)
01:49:53	374/374	---M-Z	200	added ('OK')	application/javascript	etag:%228a24bf70792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/debug.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/debug.js	(from https://www.bartshealth.nhs.uk/)
01:49:54	1410/1410	---M-Z	200	added ('OK')	application/javascript	etag:%22519bf770792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/website.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/website.js	(from https://www.bartshealth.nhs.uk/)
01:49:54	96385/96385	---M-Z	200	added ('OK')	application/javascript	etag:%220e3db70792cd31:0%22	https://www.bartshealth.nhs.uk/plugins/_lib_/frontend/jquery-1.11.0.min.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/plugins/_lib_/frontend/jquery-1.11.0.min.js	(from https://www.bartshealth.nhs.uk/)
01:49:54	907/907	---M-Z	200	added ('OK')	application/javascript	etag:%22ac11db70792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/search.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/search.js	(from https://www.bartshealth.nhs.uk/)
01:49:55	6393/6393	---M-Z	200	added ('OK')	application/javascript	etag:%22809cda70792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/router-base.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/router-base.js	(from https://www.bartshealth.nhs.uk/)
01:49:55	548/548	---M-Z	200	added ('OK')	application/javascript	etag:%229a2dc470792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/frontend-router.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/frontend-router.js	(from https://www.bartshealth.nhs.uk/)
01:49:56	356563/356563	---MCZ	200	added ('OK')	text/javascript	etag:%22570d3-55a08d72f6900%22	http://s7.addthis.com/js/300/addthis_widget.js	C:/Users/Monique/Desktop/program/royal/royal/s7.addthis.com/js/300/addthis_widget.js	(from https://www.bartshealth.nhs.uk/)
01:49:56	236747/236747	---MCZ	200	added ('OK')	application/javascript	etag:%22f4d21571792cd31:0%22	https://www.bartshealth.nhs.uk/plugins/_lib_/frontend/jquery-ui-1.9.2.min.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/plugins/_lib_/frontend/jquery-ui-1.9.2.min.js	(from https://www.bartshealth.nhs.uk/)
01:49:56	6560/6560	---M-Z	200	added ('OK')	application/javascript	etag:%22b1e3c170792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/feedback-base.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/feedback-base.js	(from https://www.bartshealth.nhs.uk/)
01:49:56	771/771	---M-Z	200	added ('OK')	application/javascript	etag:%225cb8c370792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/frontend-feedback.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/frontend-feedback.js	(from https://www.bartshealth.nhs.uk/)
01:49:57	3432/3432	---M-Z	200	added ('OK')	application/javascript	etag:%2215d2c070792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/error-handler.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/error-handler.js	(from https://www.bartshealth.nhs.uk/)
01:49:57	716/716	---M-Z	200	added ('OK')	application/javascript	etag:%229978cf70792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/media-manager.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/media-manager.js	(from https://www.bartshealth.nhs.uk/)
01:49:58	1564/1564	---M-Z	200	added ('OK')	application/javascript	etag:%22d65ed270792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/placements.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/placements.js	(from https://www.bartshealth.nhs.uk/)
01:49:58	4484/4484	---M-Z	200	added ('OK')	application/javascript	etag:%22f05dc970792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/hashurl.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/hashurl.js	(from https://www.bartshealth.nhs.uk/)
01:49:59	3627/3627	---M-Z	200	added ('OK')	application/javascript	etag:%22f5e7ee72792cd31:0%22	https://www.bartshealth.nhs.uk/plugins/media-manager/media-element-player-2-13-1/mediaplayer-jquery.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/plugins/media-manager/media-element-player-2-13-1/mediaplayer-jquery.js	(from https://www.bartshealth.nhs.uk/)
01:49:59	522/522	---M-Z	200	added ('OK')	application/javascript	etag:%225b4dd170792cd31:0%22	https://www.bartshealth.nhs.uk/js/framework/megamenu.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/framework/megamenu.js	(from https://www.bartshealth.nhs.uk/)
01:50:00	23549/23549	---M-Z	200	added ('OK')	application/javascript	etag:%22ce7d199c8afcd21:0%22	https://www.bartshealth.nhs.uk/js/jquery.bxslider.min.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/jquery.bxslider.min.js	(from https://www.bartshealth.nhs.uk/)
01:50:00	6546/6546	---M-Z	200	added ('OK')	application/javascript	etag:%22124e333c832d31:0%22	https://www.bartshealth.nhs.uk/js/plugins.js	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/js/plugins.js	(from https://www.bartshealth.nhs.uk/)
01:50:00	2193/2193	---M-Z	403	error ('Forbidden')	text/html	date:Fri,%2003%20Nov%202017%2000:50:00%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/Monique/Desktop/program/royal/royal/translate.google.com/translate_a/element.a7a0d8.delayed	(from https://www.bartshealth.nhs.uk/)
01:50:01	3001/3001	---M--	200	added ('OK')	image/png	etag:%229d56ee9b8afcd21:0%22	https://www.bartshealth.nhs.uk/base-install/images/media-manager/bigplay.png	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/base-install/images/media-manager/bigplay.png	(from https://www.bartshealth.nhs.uk/base-install/css/styles.css)
01:50:01	166/166	---M--	200	added ('OK')	image/png	etag:%229d56ee9b8afcd21:0%22	https://www.bartshealth.nhs.uk/base-install/images/media-manager/background.png	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/base-install/images/media-manager/background.png	(from https://www.bartshealth.nhs.uk/base-install/css/styles.css)
